,"Дата, время начала","НЯ, ОЯ, КНЯ",Тип явления,Критерий,чрезвычайная пожарная опасность,заморозки,сильный ветер,сильный дождь,сильное гололедно-изморозевое отложение на проводах,аномально жаркая погода,налипание мокрого снега при сильном ветре,гололед,сильный мокрый снег,сильный снег,половодье,паводок,шквал,аномально холодная погода,сильный мороз,град,ливень,сильный ливень,туман
2429,2015-03-22,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2428,2015-03-23,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2427,2015-03-24,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2426,2015-03-25,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3667,2015-03-25,НЯ,Метеорологическое, Очень сильный ветер,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2425,2015-03-26,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2424,2015-03-27,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2423,2015-03-28,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2422,2015-03-29,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2421,2015-03-30,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2420,2015-03-31,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2419,2015-04-01,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2418,2015-04-02,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2417,2015-04-03,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2416,2015-04-04,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2415,2015-04-05,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2414,2015-04-06,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2413,2015-04-07,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2412,2015-04-08,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2411,2015-04-09,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2410,2015-04-10,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2409,2015-04-11,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2408,2015-04-12,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2407,2015-04-13,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2406,2015-04-14,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2405,2015-04-15,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2404,2015-04-16,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403,2015-04-17,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2402,2015-04-18,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401,2015-04-19,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400,2015-04-20,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2399,2015-04-21,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2398,2015-04-22,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2397,2015-04-23,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2396,2015-04-24,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2395,2015-04-25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2394,2015-04-26,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2393,2015-04-27,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2392,2015-04-28,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2391,2015-04-29,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2390,2015-04-30,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2389,2015-05-01,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2388,2015-05-02,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2387,2015-05-03,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2386,2015-05-04,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2385,2015-05-05,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2384,2015-05-06,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2383,2015-05-07,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3668,2015-05-07,ОЯ,Метеорологическое, Аномально холодная погода,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2382,2015-05-08,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2381,2015-05-09,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2380,2015-05-10,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2379,2015-05-11,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2378,2015-05-12,ОЯ,Метеорологическое, Чрезвычайная пожарная опасность,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2377,2015-05-13,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2376,2015-05-14,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2375,2015-05-15,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2374,2015-05-16,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2373,2015-05-17,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2372,2015-05-18,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2371,2015-05-19,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2370,2015-05-20,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3669,2015-05-21,ОЯ,КНЯ, Заморозки,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2369,2015-05-21,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2368,2015-05-22,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2367,2015-05-23,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2366,2015-05-24,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3670,2015-05-25,ОЯ,Агрометеорологическое, Заморозки,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2365,2015-05-25,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2364,2015-05-26,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2363,2015-05-27,,,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2362,2015-05-28,,,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2361,2015-05-29,,,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3671,2015-05-29,ОЯ,Метеорологическое, Аномально жаркая погода,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2360,2015-05-30,,,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2359,2015-05-31,,,,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
3672,2015-05-31,ОЯ,Метеорологическое, Сильная жара,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2358,2015-06-01,,,,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2357,2015-06-02,,,,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
3674,2015-06-02,ОЯ,Метеорологическое," Шквал , Очень сильный дождь , Крупный град , Аномально жаркая погода",0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
3673,2015-06-02,ОЯ,Метеорологическое," Ураганный ветер(ураган) , Очень сильный дождь",0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2356,2015-06-03,,,,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2355,2015-06-04,,,,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2354,2015-06-05,,,,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
3675,2015-06-06,НЯ,Метеорологическое, Чрезвычайная пожарная опасность,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2353,2015-06-06,,,,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
3676,2015-06-07,ОЯ,Метеорологическое, Очень сильный дождь,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2352,2015-06-07,,,,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2351,2015-06-08,,,,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
3677,2015-06-08,НЯ,Метеорологическое," Очень сильный ветер , Очень сильный дождь , Крупный град",1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2350,2015-06-09,,,,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
3678,2015-06-10,ОЯ,Агрометеорологическое, Заморозки,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2349,2015-06-10,,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2348,2015-06-11,,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2347,2015-06-12,,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2346,2015-06-13,,,,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2345,2015-06-14,,,,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2344,2015-06-15,,,,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2343,2015-06-16,,,,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2342,2015-06-17,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
3679,2015-06-18,КНЯ,КНЯ," Град, ливень, сильный дождь, сильный ветер",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2341,2015-06-18,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
3680,2015-06-19,ОЯ,Метеорологическое," Очень сильный ветер , Очень сильный дождь , Крупный град",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
2340,2015-06-19,,,,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
2339,2015-06-20,,,,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
2338,2015-06-21,,,,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
3681,2015-06-21,ОЯ,Метеорологическое," Сильная жара , Аномально жаркая погода",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
2337,2015-06-22,,,,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
2336,2015-06-23,,,,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
3682,2015-06-23,КНЯ,КНЯ," Град, ливень, сильный дождь, сильный ветер",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
2335,2015-06-24,,,,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
3683,2015-06-25,КНЯ,КНЯ," Град, ливень, сильный дождь, сильный ветер",1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
2334,2015-06-25,,,,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
2333,2015-06-26,,,,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
2332,2015-06-27,,,,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
3684,2015-06-27,ОЯ,Метеорологическое, Чрезвычайная пожарная опасность,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
2331,2015-06-28,,,,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
3685,2015-06-28,ОЯ,Метеорологическое, Чрезвычайная пожарная опасность,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2330,2015-06-29,,,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2329,2015-06-30,,,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
3686,2015-07-01,ОЯ,Метеорологическое, Очень сильный дождь,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2328,2015-07-01,,,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
3687,2015-07-01,НЯ,Метеорологическое, Чрезвычайная пожарная опасность,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
3688,2015-07-02,ОЯ,Метеорологическое, Очень сильный дождь,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2327,2015-07-02,,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2326,2015-07-03,,,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2325,2015-07-04,,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2324,2015-07-05,,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
3689,2015-07-05,КНЯ,КНЯ," Град, ливень, сильный дождь, сильный ветер",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2323,2015-07-06,,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
3690,2015-07-07,НЯ,Агрометеорологическое, Заморозки,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2322,2015-07-07,,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2321,2015-07-08,,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2320,2015-07-09,,,,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2319,2015-07-10,,,,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
3503,2015-07-11,,,,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
3502,2015-07-12,,,,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
3691,2015-07-12,ОЯ,Метеорологическое, Очень сильный дождь,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
3501,2015-07-13,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3692,2015-07-13,ОЯ,Метеорологическое, Очень сильный дождь,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3500,2015-07-14,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3499,2015-07-15,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3498,2015-07-16,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3497,2015-07-17,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3496,2015-07-18,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3495,2015-07-19,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3494,2015-07-20,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3493,2015-07-21,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3492,2015-07-22,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3491,2015-07-23,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3490,2015-07-24,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3489,2015-07-25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3488,2015-07-26,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3487,2015-07-27,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3486,2015-07-28,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3485,2015-07-29,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
3484,2015-07-30,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
3483,2015-07-31,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
3693,2015-08-01,КНЯ,КНЯ," Град, ливень, сильный дождь, сильный ветер",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
3482,2015-08-01,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
3481,2015-08-02,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
3480,2015-08-03,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
3479,2015-08-04,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
3478,2015-08-05,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
3477,2015-08-06,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
3476,2015-08-07,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
3475,2015-08-08,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3474,2015-08-09,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3694,2015-08-10,ОЯ,Метеорологическое, Очень сильный дождь,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3473,2015-08-10,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3472,2015-08-11,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3471,2015-08-12,,,,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
3470,2015-08-13,,,,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
3469,2015-08-14,,,,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
3695,2015-08-14,НЯ,Метеорологическое," Очень сильный ветер , Шквал , Очень сильный дождь , Сильный ливень",0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
3468,2015-08-15,,,,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
3467,2015-08-16,,,,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
3466,2015-08-17,,,,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
3696,2015-08-17,ОЯ,Метеорологическое," Очень сильный ветер , Очень сильный дождь",0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
3465,2015-08-18,,,,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
3464,2015-08-19,,,,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
3463,2015-08-20,,,,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
3462,2015-08-21,,,,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
3461,2015-08-22,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3460,2015-08-23,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3459,2015-08-24,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3458,2015-08-25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3457,2015-08-26,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3456,2015-08-27,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3455,2015-08-28,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3454,2015-08-29,,,,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3453,2015-08-30,,,,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3697,2015-08-30,ОЯ,Метеорологическое," Очень сильный ветер , Очень сильный дождь",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3452,2015-08-31,,,,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3698,2015-09-01,ОЯ,Агрометеорологическое, Заморозки,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3451,2015-09-01,,,,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3450,2015-09-02,,,,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3449,2015-09-03,,,,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3448,2015-09-04,,,,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3699,2015-09-05,ОЯ,Агрометеорологическое, Заморозки,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3447,2015-09-05,,,,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3446,2015-09-06,,,,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3445,2015-09-07,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3444,2015-09-08,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3443,2015-09-09,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3442,2015-09-10,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3700,2015-09-11,ОЯ,Метеорологическое, Заморозки,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3441,2015-09-11,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3440,2015-09-12,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3439,2015-09-13,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3701,2015-09-14,ОЯ,Агрометеорологическое, Заморозки,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3438,2015-09-14,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3702,2015-09-15,ОЯ,Агрометеорологическое, Заморозки,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3437,2015-09-15,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3436,2015-09-16,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3435,2015-09-17,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3434,2015-09-18,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3433,2015-09-19,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3432,2015-09-20,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3431,2015-09-21,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3430,2015-09-22,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3429,2015-09-23,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3428,2015-09-24,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3427,2015-09-25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3426,2015-09-26,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3425,2015-09-27,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3424,2015-09-28,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3423,2015-09-29,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3422,2015-09-30,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3421,2015-10-01,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3420,2015-10-02,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3419,2015-10-03,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3418,2015-10-04,,,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3417,2015-10-05,,,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3703,2015-10-05,НЯ,Метеорологическое, Очень сильный ветер,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3416,2015-10-06,,,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3707,2015-10-07,КНЯ,КНЯ," Очень сильный ветер , Очень сильный снег , Сильная метель",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3415,2015-10-07,,,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3414,2015-10-08,,,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3704,2015-10-08,ОЯ,Метеорологическое," Очень сильный ветер , Очень сильный снег",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3413,2015-10-09,,,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3412,2015-10-10,,,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3411,2015-10-11,,,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3410,2015-10-12,,,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3409,2015-10-13,,,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3408,2015-10-14,,,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3407,2015-10-15,,,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3406,2015-10-16,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3405,2015-10-17,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3404,2015-10-18,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
