Time,Район_new,svet_prediction_score_1,svet_prediction_score_2,svet_prediction_score_3,svet_prediction_score_4,svet_prediction_score_5,svet_prediction_score_6
2018-04-03,Кишертский МО,0,1,1,1,1,0
2018-04-03,Косинский МО,0,0,1,0,0,0
2018-04-03,Кочевский МО,0,1,0,0,1,0
2018-04-03,Красновишерский ГО,0,1,1,1,1,0
2018-04-03,Краснокамский ГО,2,2,1,0,1,0
2018-04-03,Кудымкарский МО,1,1,0,0,1,0
2018-04-03,Куединский МО,2,1,1,0,2,0
2018-04-03,Кунгурский МО,2,2,1,0,2,0
2018-04-03,Лысьвенский ГО,0,0,1,0,1,0
2018-04-03,Нытвенский ГО,0,1,1,0,0,0
2018-04-03,Октябрьский ГО,0,0,1,0,0,0
2018-04-03,Ординский МО,0,0,0,0,0,0
2018-04-03,Осинский ГО,0,2,1,0,2,0
2018-04-03,Оханский ГО,0,1,1,0,2,0
2018-04-03,Очерский ГО,1,2,1,0,1,0
2018-04-03,Пермский ГО,2,2,1,1,2,0
2018-04-03,Пермский МО,1,2,1,0,2,0
2018-04-03,Сивинский МО,0,1,0,0,1,0
2018-04-03,Соликамский ГО,2,2,1,1,1,0
2018-04-03,Суксунский ГО,0,1,1,0,0,0
2018-04-03,Уинский МО,0,1,1,1,1,0
2018-04-03,Чайковский ГО,0,1,0,0,1,0
2018-04-03,Частинский МО,0,2,1,0,2,0
2018-04-03,Чердынский ГО,1,1,1,0,1,0
2018-04-03,Чернушинский ГО,0,1,1,0,2,0
2018-04-03,Чусовской ГО,2,1,2,0,1,0
2018-04-03,Юрлинский МО,0,1,0,0,2,0
2018-04-03,Юсьвинский МО,1,1,1,0,1,0
2018-04-04,Александровский МО,0,2,0,0,0,1
2018-04-04,Бардымский МО,0,2,0,0,0,0
2018-04-04,Березники ГО,2,2,0,2,1,0
2018-04-04,Березовский МО,0,0,0,0,0,0
2018-04-04,Большесосновский МО,0,1,0,0,0,0
2018-04-04,Верещагинский ГО,1,2,0,1,0,1
2018-04-04,Гайнский МО,0,0,0,1,0,2
2018-04-04,Горнозаводский ГО,0,1,0,0,0,0
2018-04-04,Губахинский МО,1,2,0,0,0,1
2018-04-04,Добрянский ГО,1,2,0,0,0,0
2018-04-04,Еловский МО,0,0,0,0,0,0
2018-04-04,ЗАТО Звездный,0,2,0,0,0,0
2018-04-04,Ильинский ГО,0,0,0,0,0,0
2018-04-04,Карагайский МО,1,2,0,0,0,0
2018-04-04,Кизеловский ГО,0,2,0,0,0,0
2018-04-04,Кишертский МО,0,1,0,1,0,1
2018-04-04,Косинский МО,0,0,0,0,0,0
2018-04-04,Кочевский МО,0,1,0,0,0,0
2018-04-04,Красновишерский ГО,0,1,0,1,0,1
2018-04-04,Краснокамский ГО,2,2,0,0,1,0
2018-04-04,Кудымкарский МО,0,2,0,0,0,1
2018-04-04,Куединский МО,2,2,0,0,1,1
2018-04-04,Кунгурский МО,2,2,0,0,1,1
2018-04-04,Лысьвенский ГО,1,2,0,0,0,0
2018-04-04,Нытвенский ГО,0,1,0,0,0,0
2018-04-04,Октябрьский ГО,0,0,0,0,0,0
2018-04-04,Ординский МО,0,0,0,0,0,0
2018-04-04,Осинский ГО,0,2,0,0,0,0
2018-04-04,Оханский ГО,0,2,0,0,1,0
2018-04-04,Очерский ГО,0,2,0,0,0,0
2018-04-04,Пермский ГО,2,2,0,1,1,1
2018-04-04,Пермский МО,2,2,0,1,1,1
2018-04-04,Сивинский МО,0,2,0,0,0,0
2018-04-04,Соликамский ГО,2,2,0,1,0,0
2018-04-04,Суксунский ГО,0,1,0,0,0,0
2018-04-04,Уинский МО,0,1,0,1,1,1
2018-04-04,Чайковский ГО,0,2,0,0,0,0
2018-04-04,Частинский МО,0,2,0,0,0,0
2018-04-04,Чердынский ГО,0,2,0,0,0,0
2018-04-04,Чернушинский ГО,1,2,0,0,2,0
2018-04-04,Чусовской ГО,1,2,1,0,0,1
2018-04-04,Юрлинский МО,0,1,0,0,0,0
2018-04-04,Юсьвинский МО,0,1,0,0,0,0
2018-04-05,Александровский МО,0,0,0,0,0,2
2018-04-05,Бардымский МО,0,1,0,0,0,0
2018-04-05,Березники ГО,1,1,0,2,0,1
2018-04-05,Березовский МО,0,0,0,0,0,0
2018-04-05,Большесосновский МО,0,0,0,0,0,0
2018-04-05,Верещагинский ГО,0,2,0,0,0,2
2018-04-05,Гайнский МО,0,0,0,0,0,2
2018-04-05,Горнозаводский ГО,0,0,0,0,0,0
2018-04-05,Губахинский МО,0,0,1,0,0,2
2018-04-05,Добрянский ГО,0,2,1,0,0,1
2018-04-05,Еловский МО,0,0,1,0,0,0
2018-04-05,ЗАТО Звездный,0,2,0,0,0,1
2018-04-05,Ильинский ГО,0,0,0,0,0,0
2018-04-05,Карагайский МО,0,1,1,0,0,1
2018-04-05,Кизеловский ГО,0,1,0,0,0,0
2018-04-05,Кишертский МО,0,0,1,0,0,2
2018-04-05,Косинский МО,0,0,1,0,0,0
2018-04-05,Кочевский МО,0,0,0,0,0,0
2018-04-05,Красновишерский ГО,0,0,1,0,0,2
2018-04-05,Краснокамский ГО,1,2,0,0,0,1
2018-04-05,Кудымкарский МО,0,0,0,0,0,2
2018-04-05,Куединский МО,0,1,0,0,0,1
2018-04-05,Кунгурский МО,1,2,0,0,0,2
2018-04-05,Лысьвенский ГО,0,0,1,0,0,1
2018-04-05,Нытвенский ГО,0,0,0,0,0,0
2018-04-05,Октябрьский ГО,0,0,0,0,0,0
2018-04-05,Ординский МО,0,0,0,0,0,0
2018-04-05,Осинский ГО,0,1,0,0,0,0
2018-04-05,Оханский ГО,0,2,0,0,0,1
2018-04-05,Очерский ГО,0,1,0,0,0,0
2018-04-05,Пермский ГО,2,2,0,0,0,2
2018-04-05,Пермский МО,1,2,0,0,0,2
2018-04-05,Сивинский МО,0,1,1,0,0,1
2018-04-05,Соликамский ГО,1,2,1,0,0,1
2018-04-05,Суксунский ГО,0,0,0,0,0,0
2018-04-05,Уинский МО,0,0,0,0,0,2
2018-04-05,Чайковский ГО,0,1,1,0,0,1
2018-04-05,Частинский МО,0,2,0,0,0,0
2018-04-05,Чердынский ГО,0,0,0,0,0,1
2018-04-05,Чернушинский ГО,0,1,1,0,0,1
2018-04-05,Чусовской ГО,0,1,2,0,0,2
2018-04-05,Юрлинский МО,0,0,0,0,0,1
2018-04-05,Юсьвинский МО,0,0,0,0,0,0
2018-04-06,Александровский МО,0,0,0,0,0,0
2018-04-06,Бардымский МО,0,1,0,0,0,0
2018-04-06,Березники ГО,0,0,1,2,0,0
2018-04-06,Березовский МО,0,0,0,0,0,0
2018-04-06,Большесосновский МО,0,1,0,0,0,0
2018-04-06,Верещагинский ГО,0,1,1,1,0,0
2018-04-06,Гайнский МО,0,0,0,0,0,0
2018-04-06,Горнозаводский ГО,0,0,0,0,0,0
2018-04-06,Губахинский МО,0,0,0,0,0,0
2018-04-06,Добрянский ГО,0,1,2,0,0,0
2018-04-06,Еловский МО,0,0,1,0,0,0
2018-04-06,ЗАТО Звездный,0,2,1,1,0,0
2018-04-06,Ильинский ГО,0,1,0,0,0,0
2018-04-06,Карагайский МО,0,0,2,0,0,0
2018-04-06,Кизеловский ГО,0,0,0,0,0,0
2018-04-06,Кишертский МО,0,0,2,1,0,0
2018-04-06,Косинский МО,0,0,1,0,0,0
2018-04-06,Кочевский МО,0,0,0,0,0,0
2018-04-06,Красновишерский ГО,0,0,2,1,0,0
2018-04-06,Краснокамский ГО,1,1,1,1,0,0
2018-04-06,Кудымкарский МО,0,0,0,0,0,0
2018-04-06,Куединский МО,0,0,1,0,0,0
2018-04-06,Кунгурский МО,1,2,1,0,0,0
2018-04-06,Лысьвенский ГО,0,0,0,0,0,0
2018-04-06,Нытвенский ГО,0,0,1,0,0,0
2018-04-06,Октябрьский ГО,0,0,1,0,0,0
2018-04-06,Ординский МО,0,1,0,0,0,0
2018-04-06,Осинский ГО,0,1,1,0,0,0
2018-04-06,Оханский ГО,0,1,0,0,0,0
2018-04-06,Очерский ГО,0,1,1,0,0,0
2018-04-06,Пермский ГО,1,2,2,2,1,0
2018-04-06,Пермский МО,0,2,1,1,0,0
2018-04-06,Сивинский МО,0,0,0,0,0,0
2018-04-06,Соликамский ГО,1,1,1,1,0,0
2018-04-06,Суксунский ГО,0,0,1,0,0,0
2018-04-06,Уинский МО,0,0,1,2,0,0
2018-04-06,Чайковский ГО,0,0,0,0,0,0
2018-04-06,Частинский МО,0,1,1,0,1,0
2018-04-06,Чердынский ГО,0,0,0,0,0,0
2018-04-06,Чернушинский ГО,0,0,0,0,1,0
2018-04-06,Чусовской ГО,0,0,1,0,0,0
2018-04-06,Юрлинский МО,0,0,0,0,0,0
2018-04-06,Юсьвинский МО,0,0,1,0,0,0
2018-04-07,Александровский МО,0,1,1,0,1,1
2018-04-07,Бардымский МО,0,2,0,0,1,0
2018-04-07,Березники ГО,1,1,2,1,1,0
2018-04-07,Березовский МО,0,0,0,0,0,0
2018-04-07,Большесосновский МО,0,0,0,0,0,0
2018-04-07,Верещагинский ГО,0,2,2,0,0,1
2018-04-07,Гайнский МО,0,0,0,0,0,2
2018-04-07,Горнозаводский ГО,0,1,0,0,1,0
2018-04-07,Губахинский МО,0,1,1,0,1,1
2018-04-07,Добрянский ГО,1,2,2,0,1,0
2018-04-07,Еловский МО,0,0,1,0,0,0
2018-04-07,ЗАТО Звездный,0,2,0,0,0,0
2018-04-07,Ильинский ГО,0,0,0,0,0,0
2018-04-07,Карагайский МО,0,1,2,0,0,0
2018-04-07,Кизеловский ГО,0,1,0,0,0,0
2018-04-07,Кишертский МО,0,0,2,0,0,1
2018-04-07,Косинский МО,0,0,1,0,0,0
2018-04-07,Кочевский МО,0,1,0,0,0,0
2018-04-07,Красновишерский ГО,0,0,2,0,0,1
2018-04-07,Краснокамский ГО,0,2,1,0,0,0
2018-04-07,Кудымкарский МО,0,1,1,0,1,1
2018-04-07,Куединский МО,0,0,1,0,0,0
2018-04-07,Кунгурский МО,0,2,1,0,0,1
2018-04-07,Лысьвенский ГО,0,1,1,0,1,0
2018-04-07,Нытвенский ГО,0,1,2,0,0,0
2018-04-07,Октябрьский ГО,0,0,1,0,0,0
2018-04-07,Ординский МО,0,0,0,0,0,0
2018-04-07,Осинский ГО,0,1,1,0,1,0
2018-04-07,Оханский ГО,0,2,0,0,0,0
2018-04-07,Очерский ГО,0,2,2,0,0,0
2018-04-07,Пермский ГО,2,2,2,0,1,1
2018-04-07,Пермский МО,2,2,2,0,1,2
2018-04-07,Сивинский МО,0,1,0,0,1,0
2018-04-07,Соликамский ГО,1,2,2,0,0,0
2018-04-07,Суксунский ГО,0,1,1,0,0,0
2018-04-07,Уинский МО,0,0,1,0,0,1
2018-04-07,Чайковский ГО,0,1,0,0,1,0
2018-04-07,Частинский МО,0,2,1,0,1,0
2018-04-07,Чердынский ГО,0,1,1,0,1,0
2018-04-07,Чернушинский ГО,0,1,0,0,1,0
2018-04-07,Чусовской ГО,1,1,2,0,1,1
2018-04-07,Юрлинский МО,0,1,0,0,1,0
2018-04-07,Юсьвинский МО,0,0,2,0,0,0
2018-04-08,Александровский МО,0,0,0,0,0,1
2018-04-08,Бардымский МО,0,1,0,0,0,0
2018-04-08,Березники ГО,0,1,1,2,0,0
2018-04-08,Березовский МО,0,1,0,0,0,0
2018-04-08,Большесосновский МО,0,0,0,0,0,0
2018-04-08,Верещагинский ГО,0,2,0,1,0,1
2018-04-08,Гайнский МО,0,0,0,0,0,2
2018-04-08,Горнозаводский ГО,0,0,0,0,0,0
2018-04-08,Губахинский МО,0,0,0,0,0,1
2018-04-08,Добрянский ГО,0,1,1,0,0,0
2018-04-08,Еловский МО,0,1,0,0,0,0
2018-04-08,ЗАТО Звездный,0,2,0,0,0,0
2018-04-08,Ильинский ГО,0,0,0,0,0,0
2018-04-08,Карагайский МО,0,0,1,0,0,0
2018-04-08,Кизеловский ГО,0,1,0,0,0,0
2018-04-08,Кишертский МО,0,0,1,1,0,1
2018-04-08,Косинский МО,0,0,0,0,0,0
2018-04-08,Кочевский МО,0,0,0,0,0,0
2018-04-08,Красновишерский ГО,0,0,1,1,0,1
2018-04-08,Краснокамский ГО,0,2,1,0,0,0
2018-04-08,Кудымкарский МО,0,0,0,0,0,1
2018-04-08,Куединский МО,0,1,1,0,0,0
2018-04-08,Кунгурский МО,0,2,1,0,0,1
2018-04-08,Лысьвенский ГО,0,0,0,0,0,0
2018-04-08,Нытвенский ГО,0,1,0,0,0,0
2018-04-08,Октябрьский ГО,0,0,0,0,0,0
2018-04-08,Ординский МО,0,0,0,0,0,0
2018-04-08,Осинский ГО,0,1,0,0,0,0
2018-04-08,Оханский ГО,0,1,0,0,0,0
2018-04-08,Очерский ГО,0,1,1,0,0,0
2018-04-08,Пермский ГО,2,2,1,1,1,1
2018-04-08,Пермский МО,0,2,0,0,0,1
2018-04-08,Сивинский МО,0,0,0,0,0,0
2018-04-08,Соликамский ГО,0,2,1,1,0,0
2018-04-08,Суксунский ГО,0,1,0,0,0,0
2018-04-08,Уинский МО,0,0,1,1,0,1
2018-04-08,Чайковский ГО,0,0,0,0,0,0
2018-04-08,Частинский МО,0,1,0,0,0,0
2018-04-08,Чердынский ГО,0,0,0,0,0,0
2018-04-08,Чернушинский ГО,0,0,0,0,0,0
2018-04-08,Чусовской ГО,0,1,1,0,0,1
2018-04-08,Юрлинский МО,0,0,0,0,0,0
2018-04-08,Юсьвинский МО,0,0,1,0,0,0
2018-04-09,Александровский МО,0,1,1,0,0,1
2018-04-09,Бардымский МО,0,1,1,0,0,0
2018-04-09,Березники ГО,0,2,2,0,0,0
2018-04-09,Березовский МО,0,1,0,0,0,0
2018-04-09,Большесосновский МО,0,2,0,0,0,0
2018-04-09,Верещагинский ГО,0,2,2,0,0,1
2018-04-09,Гайнский МО,0,0,2,0,0,2
2018-04-09,Горнозаводский ГО,0,1,1,0,0,0
2018-04-09,Губахинский МО,0,1,1,0,0,1
2018-04-09,Добрянский ГО,0,2,1,0,0,0
2018-04-09,Еловский МО,0,1,1,0,0,0
2018-04-09,ЗАТО Звездный,0,2,1,0,0,0
2018-04-09,Ильинский ГО,0,2,0,0,0,0
2018-04-09,Карагайский МО,0,2,1,0,0,0
2018-04-09,Кизеловский ГО,0,1,1,0,0,0
2018-04-09,Кишертский МО,0,0,2,0,0,1
2018-04-09,Косинский МО,0,1,1,0,0,1
2018-04-09,Кочевский МО,0,1,1,0,0,0
2018-04-09,Красновишерский ГО,0,0,2,0,0,1
2018-04-09,Краснокамский ГО,0,2,2,0,0,0
2018-04-09,Кудымкарский МО,0,1,1,0,0,1
2018-04-09,Куединский МО,0,2,2,0,0,1
2018-04-09,Кунгурский МО,1,2,2,0,0,1
2018-04-09,Лысьвенский ГО,0,1,1,0,0,0
2018-04-09,Нытвенский ГО,0,1,1,0,0,1
2018-04-09,Октябрьский ГО,0,0,1,0,0,0
2018-04-09,Ординский МО,0,1,0,0,0,0
2018-04-09,Осинский ГО,0,1,1,0,0,0
2018-04-09,Оханский ГО,0,2,1,0,0,0
2018-04-09,Очерский ГО,0,2,1,0,0,0
2018-04-09,Пермский ГО,1,2,2,0,0,1
2018-04-09,Пермский МО,0,2,2,0,0,2
2018-04-09,Сивинский МО,0,2,1,0,0,0
2018-04-09,Соликамский ГО,0,2,2,0,0,0
2018-04-09,Суксунский ГО,0,1,1,0,0,0
2018-04-09,Уинский МО,0,1,2,0,0,1
2018-04-09,Чайковский ГО,0,2,1,0,0,0
2018-04-09,Частинский МО,0,2,1,0,0,0
2018-04-09,Чердынский ГО,0,1,1,0,0,0
2018-04-09,Чернушинский ГО,0,2,1,0,0,0
2018-04-09,Чусовской ГО,0,2,2,0,0,1
2018-04-09,Юрлинский МО,0,1,1,0,0,0
2018-04-09,Юсьвинский МО,0,0,1,0,0,0
2018-04-10,Александровский МО,0,2,2,0,1,1
2018-04-10,Бардымский МО,0,2,2,0,0,1
2018-04-10,Березники ГО,0,2,2,2,0,0
2018-04-10,Березовский МО,0,1,0,0,0,0
2018-04-10,Большесосновский МО,0,1,0,0,0,0
2018-04-10,Верещагинский ГО,0,2,2,2,0,1
2018-04-10,Гайнский МО,0,0,1,2,0,1
2018-04-10,Горнозаводский ГО,0,1,1,0,0,0
2018-04-10,Губахинский МО,0,2,2,0,1,1
2018-04-10,Добрянский ГО,0,2,2,0,0,1
2018-04-10,Еловский МО,0,1,2,0,0,0
2018-04-10,ЗАТО Звездный,0,2,1,1,0,1
2018-04-10,Ильинский ГО,0,1,0,0,0,0
2018-04-10,Карагайский МО,0,1,2,0,0,1
2018-04-10,Кизеловский ГО,0,1,1,0,0,0
2018-04-10,Кишертский МО,0,0,2,2,0,1
2018-04-10,Косинский МО,0,1,2,0,0,0
2018-04-10,Кочевский МО,0,1,1,0,0,0
2018-04-10,Красновишерский ГО,0,0,2,2,0,1
2018-04-10,Краснокамский ГО,0,2,2,1,0,0
2018-04-10,Кудымкарский МО,0,2,2,0,1,2
2018-04-10,Куединский МО,0,2,2,1,0,1
2018-04-10,Кунгурский МО,0,2,2,1,0,1
2018-04-10,Лысьвенский ГО,0,1,2,1,1,0
2018-04-10,Нытвенский ГО,0,1,2,0,0,1
2018-04-10,Октябрьский ГО,0,0,2,0,0,1
2018-04-10,Ординский МО,0,1,0,0,0,0
2018-04-10,Осинский ГО,0,2,1,0,0,0
2018-04-10,Оханский ГО,0,2,2,1,0,0
2018-04-10,Очерский ГО,0,2,2,0,0,1
2018-04-10,Пермский ГО,1,2,2,2,1,1
2018-04-10,Пермский МО,0,2,2,2,1,1
2018-04-10,Сивинский МО,0,2,1,1,1,0
2018-04-10,Соликамский ГО,0,2,2,1,0,0
2018-04-10,Суксунский ГО,0,1,2,0,0,0
2018-04-10,Уинский МО,0,0,2,2,0,1
2018-04-10,Чайковский ГО,0,2,1,1,1,0
2018-04-10,Частинский МО,0,2,2,0,1,1
2018-04-10,Чердынский ГО,0,1,2,0,1,1
2018-04-10,Чернушинский ГО,0,2,2,1,1,0
2018-04-10,Чусовской ГО,1,2,2,0,1,1
2018-04-10,Юрлинский МО,0,1,1,0,0,1
2018-04-10,Юсьвинский МО,0,0,2,0,0,1
2018-04-11,Александровский МО,0,1,1,2,2,0
2018-04-11,Бардымский МО,0,2,1,2,1,0
2018-04-11,Березники ГО,0,2,1,2,1,0
2018-04-11,Березовский МО,0,1,0,0,0,0
2018-04-11,Большесосновский МО,0,1,0,0,0,0
2018-04-11,Верещагинский ГО,0,2,1,2,0,0
2018-04-11,Гайнский МО,0,0,1,2,0,0
2018-04-11,Горнозаводский ГО,0,2,1,2,1,0
2018-04-11,Губахинский МО,0,1,1,2,2,0
2018-04-11,Добрянский ГО,0,2,2,1,1,0
2018-04-11,Еловский МО,0,1,1,0,0,0
2018-04-11,ЗАТО Звездный,0,2,0,0,0,0
2018-04-11,Ильинский ГО,0,1,0,0,0,0
2018-04-11,Карагайский МО,0,1,2,2,1,0
2018-04-11,Кизеловский ГО,0,1,0,2,1,0
2018-04-11,Кишертский МО,0,0,2,2,0,0
2018-04-11,Косинский МО,0,0,1,0,0,0
2018-04-11,Кочевский МО,0,1,0,2,1,0
2018-04-11,Красновишерский ГО,0,0,2,2,0,0
2018-04-11,Краснокамский ГО,0,2,1,2,0,0
2018-04-11,Кудымкарский МО,0,1,1,2,1,0
2018-04-11,Куединский МО,0,1,1,2,1,0
2018-04-11,Кунгурский МО,0,2,1,2,1,0
2018-04-11,Лысьвенский ГО,0,1,1,2,1,0
2018-04-11,Нытвенский ГО,0,1,2,1,0,0
2018-04-11,Октябрьский ГО,0,1,1,1,0,0
2018-04-11,Ординский МО,0,0,0,0,0,0
2018-04-11,Осинский ГО,0,2,1,1,1,0
2018-04-11,Оханский ГО,0,2,1,2,1,0
2018-04-11,Очерский ГО,0,2,2,1,1,0
2018-04-11,Пермский ГО,1,2,2,2,1,0
2018-04-11,Пермский МО,0,2,2,2,1,0
2018-04-11,Сивинский МО,0,2,0,2,2,0
2018-04-11,Соликамский ГО,0,2,1,2,1,0
2018-04-11,Суксунский ГО,0,1,1,1,0,0
2018-04-11,Уинский МО,0,0,1,2,1,0
2018-04-11,Чайковский ГО,0,2,0,2,2,0
2018-04-11,Частинский МО,0,2,1,1,2,0
2018-04-11,Чердынский ГО,0,1,1,2,1,0
2018-04-11,Чернушинский ГО,0,2,1,2,1,0
2018-04-11,Чусовской ГО,0,2,1,2,2,0
2018-04-11,Юрлинский МО,0,1,0,1,1,0
2018-04-11,Юсьвинский МО,0,0,2,2,1,0
2018-04-12,Александровский МО,0,1,0,0,0,1
2018-04-12,Бардымский МО,0,1,1,0,0,0
2018-04-12,Березники ГО,1,2,1,1,0,0
2018-04-12,Березовский МО,0,0,0,0,0,0
2018-04-12,Большесосновский МО,0,0,0,0,0,0
2018-04-12,Верещагинский ГО,0,2,1,2,0,1
2018-04-12,Гайнский МО,0,0,0,0,0,2
2018-04-12,Горнозаводский ГО,0,0,0,0,0,0
2018-04-12,Губахинский МО,0,1,0,0,0,1
2018-04-12,Добрянский ГО,1,2,1,0,0,0
2018-04-12,Еловский МО,0,0,1,0,0,0
2018-04-12,ЗАТО Звездный,0,2,0,0,0,0
2018-04-12,Ильинский ГО,0,0,0,0,0,0
2018-04-12,Карагайский МО,0,1,1,0,0,0
2018-04-12,Кизеловский ГО,0,1,1,0,0,0
2018-04-12,Кишертский МО,0,0,2,1,0,1
2018-04-12,Косинский МО,0,0,1,0,0,0
2018-04-12,Кочевский МО,0,0,1,0,0,0
2018-04-12,Красновишерский ГО,0,0,2,1,0,1
2018-04-12,Краснокамский ГО,2,2,1,1,0,0
2018-04-12,Кудымкарский МО,0,1,0,0,0,1
2018-04-12,Куединский МО,1,1,1,1,0,0
2018-04-12,Кунгурский МО,2,2,1,1,0,1
2018-04-12,Лысьвенский ГО,1,0,0,1,0,0
2018-04-12,Нытвенский ГО,0,0,2,0,0,0
2018-04-12,Октябрьский ГО,0,0,2,0,0,0
2018-04-12,Ординский МО,0,0,0,0,0,0
2018-04-12,Осинский ГО,0,1,1,0,0,0
2018-04-12,Оханский ГО,0,2,0,0,0,0
2018-04-12,Очерский ГО,0,2,1,0,0,0
2018-04-12,Пермский ГО,1,2,1,2,0,1
2018-04-12,Пермский МО,1,2,1,0,0,2
2018-04-12,Сивинский МО,0,1,0,1,0,0
2018-04-12,Соликамский ГО,1,2,1,1,0,0
2018-04-12,Суксунский ГО,0,0,2,0,0,0
2018-04-12,Уинский МО,0,0,1,1,0,1
2018-04-12,Чайковский ГО,0,1,0,1,0,0
2018-04-12,Частинский МО,0,2,1,0,1,0
2018-04-12,Чердынский ГО,0,1,0,0,0,0
2018-04-12,Чернушинский ГО,0,1,0,1,0,0
2018-04-12,Чусовской ГО,1,1,1,0,0,1
2018-04-12,Юрлинский МО,0,0,0,0,0,0
2018-04-12,Юсьвинский МО,0,0,1,0,0,0
2018-04-13,Александровский МО,0,0,1,0,0,0
2018-04-13,Бардымский МО,0,0,0,0,0,0
2018-04-13,Березники ГО,1,2,2,1,0,0
2018-04-13,Березовский МО,0,0,0,0,0,0
2018-04-13,Большесосновский МО,0,0,0,0,0,0
2018-04-13,Верещагинский ГО,0,2,2,2,0,0
2018-04-13,Гайнский МО,0,0,0,0,0,1
2018-04-13,Горнозаводский ГО,0,0,0,0,0,0
2018-04-13,Губахинский МО,0,0,1,0,0,0
2018-04-13,Добрянский ГО,0,1,1,0,0,0
2018-04-13,Еловский МО,0,0,1,0,0,0
2018-04-13,ЗАТО Звездный,0,2,1,0,0,0
2018-04-13,Ильинский ГО,0,0,0,0,0,0
2018-04-13,Карагайский МО,0,0,1,0,0,0
2018-04-13,Кизеловский ГО,0,0,0,0,0,0
2018-04-13,Кишертский МО,0,1,2,1,0,0
2018-04-13,Косинский МО,0,0,1,0,0,0
2018-04-13,Кочевский МО,0,0,0,0,0,0
2018-04-13,Красновишерский ГО,0,1,2,1,0,0
2018-04-13,Краснокамский ГО,2,2,2,1,0,0
2018-04-13,Кудымкарский МО,0,0,1,0,0,0
2018-04-13,Куединский МО,1,1,2,1,0,0
2018-04-13,Кунгурский МО,2,2,2,1,0,0
2018-04-13,Лысьвенский ГО,0,0,1,0,0,0
2018-04-13,Нытвенский ГО,0,0,1,0,0,0
2018-04-13,Октябрьский ГО,0,0,1,0,0,0
2018-04-13,Ординский МО,0,0,0,0,0,0
2018-04-13,Осинский ГО,0,0,1,0,0,0
2018-04-13,Оханский ГО,1,1,1,0,0,0
2018-04-13,Очерский ГО,0,0,1,0,0,0
2018-04-13,Пермский ГО,0,2,1,0,0,1
2018-04-13,Пермский МО,0,2,1,0,0,1
2018-04-13,Сивинский МО,0,1,0,0,0,0
2018-04-13,Соликамский ГО,1,2,2,1,0,0
2018-04-13,Суксунский ГО,0,0,1,0,0,0
2018-04-13,Уинский МО,0,1,1,1,0,0
2018-04-13,Чайковский ГО,0,1,0,0,0,0
2018-04-13,Частинский МО,0,1,0,0,0,0
2018-04-13,Чердынский ГО,0,0,0,0,0,0
2018-04-13,Чернушинский ГО,0,1,1,0,0,0
2018-04-13,Чусовской ГО,1,1,2,0,0,0
2018-04-13,Юрлинский МО,0,0,0,0,0,0
2018-04-13,Юсьвинский МО,0,0,1,0,0,0
2018-04-14,Александровский МО,1,1,1,0,0,0
2018-04-14,Бардымский МО,0,2,1,0,0,0
2018-04-14,Березники ГО,2,1,2,2,0,0
2018-04-14,Березовский МО,0,0,0,0,0,0
2018-04-14,Большесосновский МО,0,0,0,0,0,0
2018-04-14,Верещагинский ГО,0,2,2,2,0,0
2018-04-14,Гайнский МО,0,0,0,0,0,0
2018-04-14,Горнозаводский ГО,1,1,1,0,0,0
2018-04-14,Губахинский МО,1,1,1,0,0,0
2018-04-14,Добрянский ГО,1,2,2,0,0,0
2018-04-14,Еловский МО,0,0,2,0,0,0
2018-04-14,ЗАТО Звездный,0,2,1,0,0,0
2018-04-14,Ильинский ГО,0,0,0,0,0,0
2018-04-14,Карагайский МО,1,1,2,0,0,0
2018-04-14,Кизеловский ГО,0,1,1,0,0,0
2018-04-14,Кишертский МО,0,0,2,1,0,0
2018-04-14,Косинский МО,0,0,2,0,0,0
2018-04-14,Кочевский МО,0,0,0,0,0,0
2018-04-14,Красновишерский ГО,0,0,2,1,0,0
2018-04-14,Краснокамский ГО,2,2,2,1,0,0
2018-04-14,Кудымкарский МО,1,1,1,0,0,0
2018-04-14,Куединский МО,1,1,2,1,0,0
2018-04-14,Кунгурский МО,2,2,2,1,0,1
2018-04-14,Лысьвенский ГО,1,0,1,1,0,0
2018-04-14,Нытвенский ГО,0,0,2,0,0,0
2018-04-14,Октябрьский ГО,0,0,2,0,0,0
2018-04-14,Ординский МО,0,0,0,0,0,0
2018-04-14,Осинский ГО,0,2,2,0,0,0
2018-04-14,Оханский ГО,0,2,1,1,0,0
2018-04-14,Очерский ГО,0,2,2,0,0,0
2018-04-14,Пермский ГО,1,2,2,2,0,0
2018-04-14,Пермский МО,1,2,2,1,0,0
2018-04-14,Сивинский МО,0,1,1,1,0,0
2018-04-14,Соликамский ГО,2,2,2,1,0,0
2018-04-14,Суксунский ГО,0,0,2,0,0,0
2018-04-14,Уинский МО,0,0,2,2,0,0
2018-04-14,Чайковский ГО,0,1,1,1,0,0
2018-04-14,Частинский МО,0,2,1,0,0,0
2018-04-14,Чердынский ГО,1,1,1,0,0,0
2018-04-14,Чернушинский ГО,0,1,1,1,1,0
2018-04-14,Чусовской ГО,2,1,2,0,0,0
2018-04-14,Юрлинский МО,0,1,1,0,0,0
2018-04-14,Юсьвинский МО,0,0,2,0,0,0
2018-04-15,Александровский МО,0,0,0,0,0,2
2018-04-15,Бардымский МО,0,1,0,0,0,0
2018-04-15,Березники ГО,0,1,0,2,0,0
